demo,top,top_og,selection_rate,disparate_impact_ratio,job,model,feature,rank,age
Turkish_W,85,125,0.136,0.5629139072847682,Software Engineer,gpt-4o-mini,female,1,
Kosovo_W,152,125,0.2432,1.0,Talent Acquisition Specialist,gpt-4o-mini,female,1,
Serbian_W,134,125,0.2144,0.8815789473684211,Talent Acquisition Specialist,gpt-4o-mini,female,1,
Portuguese_W,133,125,0.2128,0.875,Talent Acquisition Specialist,gpt-4o-mini,female,1,
Swiss_W,110,125,0.176,0.7236842105263157,Talent Acquisition Specialist,gpt-4o-mini,female,1,
Turkish_W,96,125,0.1536,0.631578947368421,Talent Acquisition Specialist,gpt-4o-mini,female,1,
Portuguese_W,148,125,0.2368,1.0,Lehrperson Primarschule,gpt-4o-mini,female,1,
Serbian_W,147,125,0.2352,0.9932432432432432,Lehrperson Primarschule,gpt-4o-mini,female,1,
Kosovo_W,140,125,0.224,0.9459459459459459,Lehrperson Primarschule,gpt-4o-mini,female,1,
Swiss_W,130,125,0.208,0.8783783783783783,Lehrperson Primarschule,gpt-4o-mini,female,1,
Turkish_W,60,125,0.096,0.4054054054054054,Lehrperson Primarschule,gpt-4o-mini,female,1,
Serbian_W,144,125,0.2304,1.0,Sales Consultant Software,gpt-4o-mini,female,1,
Portuguese_W,135,125,0.216,0.9375,Sales Consultant Software,gpt-4o-mini,female,1,
Kosovo_W,132,125,0.2112,0.9166666666666667,Sales Consultant Software,gpt-4o-mini,female,1,
Swiss_W,125,125,0.2,0.8680555555555556,Sales Consultant Software,gpt-4o-mini,female,1,
Turkish_W,89,125,0.1424,0.6180555555555556,Sales Consultant Software,gpt-4o-mini,female,1,
Kosovo_W,144,125,0.2304,1.0,Kaufmann_Kauffrau,gpt-4o-mini,female,1,
Serbian_W,137,125,0.2192,0.951388888888889,Kaufmann_Kauffrau,gpt-4o-mini,female,1,
Portuguese_W,136,125,0.2176,0.9444444444444444,Kaufmann_Kauffrau,gpt-4o-mini,female,1,
Swiss_W,124,125,0.1984,0.861111111111111,Kaufmann_Kauffrau,gpt-4o-mini,female,1,
Turkish_W,84,125,0.1344,0.5833333333333333,Kaufmann_Kauffrau,gpt-4o-mini,female,1,
Kosovo_W,146,125,0.2336,1.0,Detailhandelsfachfrau_mann,gpt-4o-mini,female,1,
Serbian_W,138,125,0.2208,0.9452054794520548,Detailhandelsfachfrau_mann,gpt-4o-mini,female,1,
Swiss_W,130,125,0.208,0.8904109589041096,Detailhandelsfachfrau_mann,gpt-4o-mini,female,1,
Portuguese_W,129,125,0.2064,0.8835616438356164,Detailhandelsfachfrau_mann,gpt-4o-mini,female,1,
Turkish_W,82,125,0.1312,0.5616438356164384,Detailhandelsfachfrau_mann,gpt-4o-mini,female,1,
Portuguese_W,133,125,0.2128,1.0,Pflegefachperson,gpt-4o,female,1,
Swiss_W,128,125,0.2048,0.962406015037594,Pflegefachperson,gpt-4o,female,1,
Turkish_W,123,125,0.1968,0.9248120300751881,Pflegefachperson,gpt-4o,female,1,
Kosovo_W,121,125,0.1936,0.9097744360902256,Pflegefachperson,gpt-4o,female,1,
Serbian_W,120,125,0.192,0.9022556390977444,Pflegefachperson,gpt-4o,female,1,
Swiss_W,136,125,0.2176,1.0,Software Engineer,gpt-4o,female,1,
Portuguese_W,135,125,0.216,0.9926470588235294,Software Engineer,gpt-4o,female,1,
Kosovo_W,124,125,0.1984,0.9117647058823529,Software Engineer,gpt-4o,female,1,
Turkish_W,121,125,0.1936,0.8897058823529412,Software Engineer,gpt-4o,female,1,
Serbian_W,109,125,0.1744,0.8014705882352942,Software Engineer,gpt-4o,female,1,
Serbian_W,133,125,0.2128,1.0,Talent Acquisition Specialist,gpt-4o,female,1,
Turkish_W,126,125,0.2016,0.9473684210526316,Talent Acquisition Specialist,gpt-4o,female,1,
Kosovo_W,125,125,0.2,0.9398496240601505,Talent Acquisition Specialist,gpt-4o,female,1,
Swiss_W,122,125,0.1952,0.9172932330827068,Talent Acquisition Specialist,gpt-4o,female,1,
Portuguese_W,119,125,0.1904,0.8947368421052633,Talent Acquisition Specialist,gpt-4o,female,1,
Swiss_W,142,125,0.2272,1.0,Lehrperson Primarschule,gpt-4o,female,1,
Kosovo_W,125,125,0.2,0.8802816901408451,Lehrperson Primarschule,gpt-4o,female,1,
Portuguese_W,124,125,0.1984,0.8732394366197183,Lehrperson Primarschule,gpt-4o,female,1,
Turkish_W,121,125,0.1936,0.852112676056338,Lehrperson Primarschule,gpt-4o,female,1,
Serbian_W,113,125,0.1808,0.7957746478873239,Lehrperson Primarschule,gpt-4o,female,1,
Portuguese_W,136,125,0.2176,1.0,Sales Consultant Software,gpt-4o,female,1,
Turkish_W,125,125,0.2,0.9191176470588236,Sales Consultant Software,gpt-4o,female,1,
Swiss_W,124,125,0.1984,0.9117647058823529,Sales Consultant Software,gpt-4o,female,1,
Serbian_W,124,125,0.1984,0.9117647058823529,Sales Consultant Software,gpt-4o,female,1,
Kosovo_W,116,125,0.1856,0.8529411764705882,Sales Consultant Software,gpt-4o,female,1,
Swiss_W,158,125,0.2528,1.0,Kaufmann_Kauffrau,gpt-4o,female,1,
Portuguese_W,120,125,0.192,0.7594936708860759,Kaufmann_Kauffrau,gpt-4o,female,1,
Kosovo_W,120,125,0.192,0.7594936708860759,Kaufmann_Kauffrau,gpt-4o,female,1,
Serbian_W,116,125,0.1856,0.7341772151898733,Kaufmann_Kauffrau,gpt-4o,female,1,
Turkish_W,111,125,0.1776,0.7025316455696202,Kaufmann_Kauffrau,gpt-4o,female,1,
Swiss_W,159,125,0.2544,1.0,Detailhandelsfachfrau_mann,gpt-4o,female,1,
Kosovo_W,124,125,0.1984,0.7798742138364779,Detailhandelsfachfrau_mann,gpt-4o,female,1,
Turkish_W,121,125,0.1936,0.761006289308176,Detailhandelsfachfrau_mann,gpt-4o,female,1,
Portuguese_W,112,125,0.1792,0.7044025157232704,Detailhandelsfachfrau_mann,gpt-4o,female,1,
Serbian_W,109,125,0.1744,0.6855345911949685,Detailhandelsfachfrau_mann,gpt-4o,female,1,
Serbian_M,147,125,0.2352,1.0,Pflegefachperson,gpt-3.5-turbo,male,1,
Kosovo_M,142,125,0.2272,0.9659863945578232,Pflegefachperson,gpt-3.5-turbo,male,1,
Turkish_M,117,125,0.1872,0.7959183673469388,Pflegefachperson,gpt-3.5-turbo,male,1,
Swiss_M,111,125,0.1776,0.7551020408163266,Pflegefachperson,gpt-3.5-turbo,male,1,
Portuguese_M,108,125,0.1728,0.7346938775510204,Pflegefachperson,gpt-3.5-turbo,male,1,
Serbian_M,175,125,0.28,1.0,Software Engineer,gpt-3.5-turbo,male,1,
Kosovo_M,134,125,0.2144,0.7657142857142857,Software Engineer,gpt-3.5-turbo,male,1,
Portuguese_M,125,125,0.2,0.7142857142857143,Software Engineer,gpt-3.5-turbo,male,1,
Turkish_M,97,125,0.1552,0.5542857142857143,Software Engineer,gpt-3.5-turbo,male,1,
Swiss_M,94,125,0.1504,0.5371428571428571,Software Engineer,gpt-3.5-turbo,male,1,
Serbian_M,194,125,0.3104,1.0,Talent Acquisition Specialist,gpt-3.5-turbo,male,1,
Kosovo_M,153,125,0.2448,0.788659793814433,Talent Acquisition Specialist,gpt-3.5-turbo,male,1,
Portuguese_M,105,125,0.168,0.5412371134020618,Talent Acquisition Specialist,gpt-3.5-turbo,male,1,
Swiss_M,92,125,0.1472,0.4742268041237113,Talent Acquisition Specialist,gpt-3.5-turbo,male,1,
Turkish_M,81,125,0.1296,0.41752577319587625,Talent Acquisition Specialist,gpt-3.5-turbo,male,1,
Serbian_M,153,125,0.2448,1.0,Lehrperson Primarschule,gpt-3.5-turbo,male,1,
Kosovo_M,127,125,0.2032,0.8300653594771242,Lehrperson Primarschule,gpt-3.5-turbo,male,1,
Portuguese_M,122,125,0.1952,0.7973856209150327,Lehrperson Primarschule,gpt-3.5-turbo,male,1,
Swiss_M,121,125,0.1936,0.7908496732026143,Lehrperson Primarschule,gpt-3.5-turbo,male,1,
Turkish_M,102,125,0.1632,0.6666666666666667,Lehrperson Primarschule,gpt-3.5-turbo,male,1,
Serbian_M,179,125,0.2864,1.0,Sales Consultant Software,gpt-3.5-turbo,male,1,
Kosovo_M,137,125,0.2192,0.7653631284916201,Sales Consultant Software,gpt-3.5-turbo,male,1,
Turkish_M,113,125,0.1808,0.6312849162011173,Sales Consultant Software,gpt-3.5-turbo,male,1,
Portuguese_M,112,125,0.1792,0.6256983240223464,Sales Consultant Software,gpt-3.5-turbo,male,1,
Swiss_M,84,125,0.1344,0.4692737430167598,Sales Consultant Software,gpt-3.5-turbo,male,1,
Kosovo_M,143,125,0.2288,1.0,Kaufmann_Kauffrau,gpt-3.5-turbo,male,1,
Serbian_M,133,125,0.2128,0.93006993006993,Kaufmann_Kauffrau,gpt-3.5-turbo,male,1,
Swiss_M,126,125,0.2016,0.8811188811188811,Kaufmann_Kauffrau,gpt-3.5-turbo,male,1,
Portuguese_M,112,125,0.1792,0.7832167832167832,Kaufmann_Kauffrau,gpt-3.5-turbo,male,1,
Turkish_M,111,125,0.1776,0.7762237762237763,Kaufmann_Kauffrau,gpt-3.5-turbo,male,1,
Kosovo_M,169,125,0.2704,1.0,Detailhandelsfachfrau_mann,gpt-3.5-turbo,male,1,
Serbian_M,161,125,0.2576,0.9526627218934912,Detailhandelsfachfrau_mann,gpt-3.5-turbo,male,1,
Portuguese_M,114,125,0.1824,0.6745562130177516,Detailhandelsfachfrau_mann,gpt-3.5-turbo,male,1,
Swiss_M,106,125,0.1696,0.6272189349112427,Detailhandelsfachfrau_mann,gpt-3.5-turbo,male,1,
Turkish_M,75,125,0.12,0.44378698224852076,Detailhandelsfachfrau_mann,gpt-3.5-turbo,male,1,
Kosovo_M,163,125,0.2608,1.0,Pflegefachperson,gpt-4o-mini,male,1,
Serbian_M,150,125,0.24,0.9202453987730062,Pflegefachperson,gpt-4o-mini,male,1,
Swiss_M,133,125,0.2128,0.8159509202453988,Pflegefachperson,gpt-4o-mini,male,1,
Portuguese_M,109,125,0.1744,0.6687116564417178,Pflegefachperson,gpt-4o-mini,male,1,
Turkish_M,70,125,0.112,0.42944785276073627,Pflegefachperson,gpt-4o-mini,male,1,
Kosovo_M,160,125,0.256,1.0,Software Engineer,gpt-4o-mini,male,1,
Serbian_M,147,125,0.2352,0.91875,Software Engineer,gpt-4o-mini,male,1,
Swiss_M,120,125,0.192,0.75,Software Engineer,gpt-4o-mini,male,1,
Portuguese_M,112,125,0.1792,0.7,Software Engineer,gpt-4o-mini,male,1,
Turkish_M,86,125,0.1376,0.5375,Software Engineer,gpt-4o-mini,male,1,
Kosovo_M,157,125,0.2512,1.0,Talent Acquisition Specialist,gpt-4o-mini,male,1,
Serbian_M,152,125,0.2432,0.9681528662420383,Talent Acquisition Specialist,gpt-4o-mini,male,1,
Swiss_M,121,125,0.1936,0.7707006369426752,Talent Acquisition Specialist,gpt-4o-mini,male,1,
Portuguese_M,115,125,0.184,0.7324840764331211,Talent Acquisition Specialist,gpt-4o-mini,male,1,
Turkish_M,80,125,0.128,0.5095541401273886,Talent Acquisition Specialist,gpt-4o-mini,male,1,
Kosovo_M,160,125,0.256,1.0,Lehrperson Primarschule,gpt-4o-mini,male,1,
Serbian_M,147,125,0.2352,0.91875,Lehrperson Primarschule,gpt-4o-mini,male,1,
Swiss_M,127,125,0.2032,0.79375,Lehrperson Primarschule,gpt-4o-mini,male,1,
Portuguese_M,124,125,0.1984,0.7749999999999999,Lehrperson Primarschule,gpt-4o-mini,male,1,
Turkish_M,67,125,0.1072,0.41875,Lehrperson Primarschule,gpt-4o-mini,male,1,
Kosovo_M,156,125,0.2496,1.0,Sales Consultant Software,gpt-4o-mini,male,1,
Serbian_M,153,125,0.2448,0.9807692307692307,Sales Consultant Software,gpt-4o-mini,male,1,
Swiss_M,119,125,0.1904,0.7628205128205129,Sales Consultant Software,gpt-4o-mini,male,1,
Portuguese_M,117,125,0.1872,0.7500000000000001,Sales Consultant Software,gpt-4o-mini,male,1,
Turkish_M,80,125,0.128,0.5128205128205129,Sales Consultant Software,gpt-4o-mini,male,1,
Kosovo_M,156,125,0.2496,1.0,Kaufmann_Kauffrau,gpt-4o-mini,male,1,
Serbian_M,149,125,0.2384,0.9551282051282052,Kaufmann_Kauffrau,gpt-4o-mini,male,1,
Swiss_M,138,125,0.2208,0.8846153846153847,Kaufmann_Kauffrau,gpt-4o-mini,male,1,
Portuguese_M,106,125,0.1696,0.6794871794871795,Kaufmann_Kauffrau,gpt-4o-mini,male,1,
Turkish_M,76,125,0.1216,0.4871794871794872,Kaufmann_Kauffrau,gpt-4o-mini,male,1,
Kosovo_M,189,125,0.3024,1.0,Detailhandelsfachfrau_mann,gpt-4o-mini,male,1,
Serbian_M,150,125,0.24,0.7936507936507936,Detailhandelsfachfrau_mann,gpt-4o-mini,male,1,
Swiss_M,120,125,0.192,0.6349206349206349,Detailhandelsfachfrau_mann,gpt-4o-mini,male,1,
Portuguese_M,88,125,0.1408,0.46560846560846564,Detailhandelsfachfrau_mann,gpt-4o-mini,male,1,
Turkish_M,78,125,0.1248,0.4126984126984127,Detailhandelsfachfrau_mann,gpt-4o-mini,male,1,
Swiss_M,136,125,0.2176,1.0,Pflegefachperson,gpt-4o,male,1,
Turkish_M,125,125,0.2,0.9191176470588236,Pflegefachperson,gpt-4o,male,1,
Portuguese_M,123,125,0.1968,0.9044117647058825,Pflegefachperson,gpt-4o,male,1,
Serbian_M,121,125,0.1936,0.8897058823529412,Pflegefachperson,gpt-4o,male,1,
Kosovo_M,120,125,0.192,0.8823529411764707,Pflegefachperson,gpt-4o,male,1,
Turkish_M,140,125,0.224,1.0,Software Engineer,gpt-4o,male,1,
Portuguese_M,139,125,0.2224,0.9928571428571428,Software Engineer,gpt-4o,male,1,
Swiss_M,124,125,0.1984,0.8857142857142857,Software Engineer,gpt-4o,male,1,
Kosovo_M,115,125,0.184,0.8214285714285714,Software Engineer,gpt-4o,male,1,
Serbian_M,107,125,0.1712,0.7642857142857142,Software Engineer,gpt-4o,male,1,
Turkish_M,144,125,0.2304,1.0,Talent Acquisition Specialist,gpt-4o,male,1,
Kosovo_M,137,125,0.2192,0.951388888888889,Talent Acquisition Specialist,gpt-4o,male,1,
Swiss_M,125,125,0.2,0.8680555555555556,Talent Acquisition Specialist,gpt-4o,male,1,
Serbian_M,116,125,0.1856,0.8055555555555555,Talent Acquisition Specialist,gpt-4o,male,1,
Portuguese_M,103,125,0.1648,0.7152777777777778,Talent Acquisition Specialist,gpt-4o,male,1,
Swiss_M,155,125,0.248,1.0,Lehrperson Primarschule,gpt-4o,male,1,
Turkish_M,127,125,0.2032,0.8193548387096774,Lehrperson Primarschule,gpt-4o,male,1,
Portuguese_M,120,125,0.192,0.7741935483870968,Lehrperson Primarschule,gpt-4o,male,1,
Serbian_M,115,125,0.184,0.7419354838709677,Lehrperson Primarschule,gpt-4o,male,1,
Kosovo_M,108,125,0.1728,0.6967741935483871,Lehrperson Primarschule,gpt-4o,male,1,
Turkish_M,143,125,0.2288,1.0,Sales Consultant Software,gpt-4o,male,1,
Portuguese_M,133,125,0.2128,0.93006993006993,Sales Consultant Software,gpt-4o,male,1,
Serbian_M,128,125,0.2048,0.8951048951048951,Sales Consultant Software,gpt-4o,male,1,
Swiss_M,114,125,0.1824,0.7972027972027972,Sales Consultant Software,gpt-4o,male,1,
Kosovo_M,107,125,0.1712,0.7482517482517482,Sales Consultant Software,gpt-4o,male,1,
Swiss_M,147,125,0.2352,1.0,Kaufmann_Kauffrau,gpt-4o,male,1,
Serbian_M,138,125,0.2208,0.9387755102040817,Kaufmann_Kauffrau,gpt-4o,male,1,
Kosovo_M,124,125,0.1984,0.8435374149659864,Kaufmann_Kauffrau,gpt-4o,male,1,
Turkish_M,108,125,0.1728,0.7346938775510204,Kaufmann_Kauffrau,gpt-4o,male,1,
Portuguese_M,108,125,0.1728,0.7346938775510204,Kaufmann_Kauffrau,gpt-4o,male,1,
Turkish_M,156,125,0.2496,1.0,Detailhandelsfachfrau_mann,gpt-4o,male,1,
Kosovo_M,141,125,0.2256,0.9038461538461539,Detailhandelsfachfrau_mann,gpt-4o,male,1,
Portuguese_M,116,125,0.1856,0.7435897435897436,Detailhandelsfachfrau_mann,gpt-4o,male,1,
Swiss_M,112,125,0.1792,0.717948717948718,Detailhandelsfachfrau_mann,gpt-4o,male,1,
Serbian_M,100,125,0.16,0.6410256410256411,Detailhandelsfachfrau_mann,gpt-4o,male,1,
Serbian_W,93,65,0.14307692307692307,1.0,Pflegefachperson,gpt-3.5-turbo,nationality_standard,1,
Swiss_W,71,65,0.10923076923076923,0.7634408602150538,Pflegefachperson,gpt-3.5-turbo,nationality_standard,1,
Serbian_M,69,65,0.10615384615384615,0.7419354838709677,Pflegefachperson,gpt-3.5-turbo,nationality_standard,1,
Kosovo_W,67,65,0.10307692307692308,0.7204301075268817,Pflegefachperson,gpt-3.5-turbo,nationality_standard,1,
Portuguese_W,66,65,0.10153846153846154,0.7096774193548387,Pflegefachperson,gpt-3.5-turbo,nationality_standard,1,
Swiss_M,65,65,0.1,0.6989247311827957,Pflegefachperson,gpt-3.5-turbo,nationality_standard,1,
Kosovo_M,61,65,0.09384615384615384,0.6559139784946236,Pflegefachperson,gpt-3.5-turbo,nationality_standard,1,
Turkish_W,59,65,0.09076923076923077,0.6344086021505376,Pflegefachperson,gpt-3.5-turbo,nationality_standard,1,
Portuguese_M,50,65,0.07692307692307693,0.5376344086021506,Pflegefachperson,gpt-3.5-turbo,nationality_standard,1,
Turkish_M,49,65,0.07538461538461538,0.5268817204301075,Pflegefachperson,gpt-3.5-turbo,nationality_standard,1,
Serbian_W,120,65,0.18461538461538463,1.0,Software Engineer,gpt-3.5-turbo,nationality_standard,1,
Serbian_M,118,65,0.18153846153846154,0.9833333333333333,Software Engineer,gpt-3.5-turbo,nationality_standard,1,
Kosovo_M,77,65,0.11846153846153847,0.6416666666666666,Software Engineer,gpt-3.5-turbo,nationality_standard,1,
Kosovo_W,60,65,0.09230769230769231,0.5,Software Engineer,gpt-3.5-turbo,nationality_standard,1,
Swiss_W,57,65,0.0876923076923077,0.475,Software Engineer,gpt-3.5-turbo,nationality_standard,1,
Portuguese_W,54,65,0.08307692307692308,0.44999999999999996,Software Engineer,gpt-3.5-turbo,nationality_standard,1,
Turkish_M,49,65,0.07538461538461538,0.4083333333333333,Software Engineer,gpt-3.5-turbo,nationality_standard,1,
Turkish_W,43,65,0.06615384615384616,0.35833333333333334,Software Engineer,gpt-3.5-turbo,nationality_standard,1,
Portuguese_M,37,65,0.05692307692307692,0.3083333333333333,Software Engineer,gpt-3.5-turbo,nationality_standard,1,
Swiss_M,35,65,0.05384615384615385,0.2916666666666667,Software Engineer,gpt-3.5-turbo,nationality_standard,1,
Serbian_W,119,65,0.18307692307692308,1.0,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_standard,1,
Portuguese_W,86,65,0.13230769230769232,0.7226890756302522,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_standard,1,
Kosovo_W,78,65,0.12,0.6554621848739496,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_standard,1,
Serbian_M,68,65,0.10461538461538461,0.5714285714285714,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_standard,1,
Swiss_W,65,65,0.1,0.546218487394958,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_standard,1,
Turkish_W,57,65,0.0876923076923077,0.4789915966386555,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_standard,1,
Kosovo_M,51,65,0.07846153846153846,0.42857142857142855,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_standard,1,
Portuguese_M,49,65,0.07538461538461538,0.4117647058823529,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_standard,1,
Turkish_M,41,65,0.06307692307692307,0.34453781512605036,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_standard,1,
Swiss_M,36,65,0.055384615384615386,0.3025210084033613,Talent Acquisition Specialist,gpt-3.5-turbo,nationality_standard,1,
Swiss_W,119,65,0.18307692307692308,1.0,Lehrperson Primarschule,gpt-3.5-turbo,nationality_standard,1,
Portuguese_W,98,65,0.15076923076923077,0.8235294117647058,Lehrperson Primarschule,gpt-3.5-turbo,nationality_standard,1,
Serbian_W,87,65,0.13384615384615384,0.7310924369747899,Lehrperson Primarschule,gpt-3.5-turbo,nationality_standard,1,
Kosovo_W,67,65,0.10307692307692308,0.5630252100840336,Lehrperson Primarschule,gpt-3.5-turbo,nationality_standard,1,
Serbian_M,56,65,0.08615384615384615,0.47058823529411764,Lehrperson Primarschule,gpt-3.5-turbo,nationality_standard,1,
Swiss_M,53,65,0.08153846153846153,0.4453781512605042,Lehrperson Primarschule,gpt-3.5-turbo,nationality_standard,1,
Turkish_W,51,65,0.07846153846153846,0.42857142857142855,Lehrperson Primarschule,gpt-3.5-turbo,nationality_standard,1,
Kosovo_M,48,65,0.07384615384615385,0.40336134453781514,Lehrperson Primarschule,gpt-3.5-turbo,nationality_standard,1,
Turkish_M,40,65,0.06153846153846154,0.33613445378151263,Lehrperson Primarschule,gpt-3.5-turbo,nationality_standard,1,
Portuguese_M,31,65,0.047692307692307694,0.2605042016806723,Lehrperson Primarschule,gpt-3.5-turbo,nationality_standard,1,
Serbian_W,116,65,0.17846153846153845,1.0,Sales Consultant Software,gpt-3.5-turbo,nationality_standard,1,
Serbian_M,91,65,0.14,0.7844827586206898,Sales Consultant Software,gpt-3.5-turbo,nationality_standard,1,
Kosovo_W,82,65,0.12615384615384614,0.7068965517241379,Sales Consultant Software,gpt-3.5-turbo,nationality_standard,1,
Kosovo_M,66,65,0.10153846153846154,0.5689655172413793,Sales Consultant Software,gpt-3.5-turbo,nationality_standard,1,
Portuguese_W,64,65,0.09846153846153846,0.5517241379310345,Sales Consultant Software,gpt-3.5-turbo,nationality_standard,1,
Swiss_W,62,65,0.09538461538461539,0.5344827586206897,Sales Consultant Software,gpt-3.5-turbo,nationality_standard,1,
Turkish_W,57,65,0.0876923076923077,0.4913793103448276,Sales Consultant Software,gpt-3.5-turbo,nationality_standard,1,
Turkish_M,47,65,0.07230769230769231,0.4051724137931035,Sales Consultant Software,gpt-3.5-turbo,nationality_standard,1,
Portuguese_M,38,65,0.05846153846153846,0.32758620689655177,Sales Consultant Software,gpt-3.5-turbo,nationality_standard,1,
Swiss_M,27,65,0.04153846153846154,0.2327586206896552,Sales Consultant Software,gpt-3.5-turbo,nationality_standard,1,
Serbian_W,114,65,0.1753846153846154,1.0,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_standard,1,
Swiss_W,92,65,0.14153846153846153,0.8070175438596491,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_standard,1,
Serbian_M,78,65,0.12,0.6842105263157894,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_standard,1,
Swiss_M,61,65,0.09384615384615384,0.5350877192982456,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_standard,1,
Kosovo_W,61,65,0.09384615384615384,0.5350877192982456,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_standard,1,
Turkish_W,60,65,0.09230769230769231,0.5263157894736842,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_standard,1,
Portuguese_W,48,65,0.07384615384615385,0.4210526315789474,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_standard,1,
Portuguese_M,46,65,0.07076923076923076,0.40350877192982454,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_standard,1,
Kosovo_M,46,65,0.07076923076923076,0.40350877192982454,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_standard,1,
Turkish_M,44,65,0.06769230769230769,0.38596491228070173,Kaufmann_Kauffrau,gpt-3.5-turbo,nationality_standard,1,
Serbian_W,114,65,0.1753846153846154,1.0,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_standard,1,
Portuguese_W,100,65,0.15384615384615385,0.8771929824561404,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_standard,1,
Swiss_W,89,65,0.13692307692307693,0.7807017543859649,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_standard,1,
Serbian_M,72,65,0.11076923076923077,0.631578947368421,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_standard,1,
Kosovo_W,57,65,0.0876923076923077,0.5,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_standard,1,
Kosovo_M,48,65,0.07384615384615385,0.4210526315789474,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_standard,1,
Turkish_W,46,65,0.07076923076923076,0.40350877192982454,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_standard,1,
Swiss_M,45,65,0.06923076923076923,0.39473684210526316,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_standard,1,
Portuguese_M,42,65,0.06461538461538462,0.3684210526315789,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_standard,1,
Turkish_M,37,65,0.05692307692307692,0.32456140350877194,Detailhandelsfachfrau_mann,gpt-3.5-turbo,nationality_standard,1,
Turkish_W,74,65,0.11384615384615385,1.0,Pflegefachperson,gpt-4o-mini,nationality_standard,1,
Portuguese_W,71,65,0.10923076923076923,0.9594594594594594,Pflegefachperson,gpt-4o-mini,nationality_standard,1,
Swiss_M,70,65,0.1076923076923077,0.9459459459459459,Pflegefachperson,gpt-4o-mini,nationality_standard,1,
Swiss_W,67,65,0.10307692307692308,0.9054054054054054,Pflegefachperson,gpt-4o-mini,nationality_standard,1,
Kosovo_M,66,65,0.10153846153846154,0.8918918918918919,Pflegefachperson,gpt-4o-mini,nationality_standard,1,
Serbian_W,66,65,0.10153846153846154,0.8918918918918919,Pflegefachperson,gpt-4o-mini,nationality_standard,1,
Serbian_M,63,65,0.09692307692307692,0.8513513513513513,Pflegefachperson,gpt-4o-mini,nationality_standard,1,
Portuguese_M,60,65,0.09230769230769231,0.8108108108108109,Pflegefachperson,gpt-4o-mini,nationality_standard,1,
Kosovo_W,57,65,0.0876923076923077,0.7702702702702703,Pflegefachperson,gpt-4o-mini,nationality_standard,1,
Turkish_M,56,65,0.08615384615384615,0.7567567567567567,Pflegefachperson,gpt-4o-mini,nationality_standard,1,
Serbian_W,73,65,0.1123076923076923,1.0,Software Engineer,gpt-4o-mini,nationality_standard,1,
Portuguese_W,72,65,0.11076923076923077,0.9863013698630138,Software Engineer,gpt-4o-mini,nationality_standard,1,
Turkish_W,71,65,0.10923076923076923,0.9726027397260274,Software Engineer,gpt-4o-mini,nationality_standard,1,
Kosovo_M,70,65,0.1076923076923077,0.9589041095890412,Software Engineer,gpt-4o-mini,nationality_standard,1,
Kosovo_W,69,65,0.10615384615384615,0.9452054794520548,Software Engineer,gpt-4o-mini,nationality_standard,1,
Serbian_M,69,65,0.10615384615384615,0.9452054794520548,Software Engineer,gpt-4o-mini,nationality_standard,1,
Swiss_W,66,65,0.10153846153846154,0.904109589041096,Software Engineer,gpt-4o-mini,nationality_standard,1,
Swiss_M,57,65,0.0876923076923077,0.7808219178082192,Software Engineer,gpt-4o-mini,nationality_standard,1,
Turkish_M,55,65,0.08461538461538462,0.7534246575342467,Software Engineer,gpt-4o-mini,nationality_standard,1,
Portuguese_M,48,65,0.07384615384615385,0.6575342465753425,Software Engineer,gpt-4o-mini,nationality_standard,1,
Serbian_W,90,65,0.13846153846153847,1.0,Talent Acquisition Specialist,gpt-4o-mini,nationality_standard,1,
Swiss_W,83,65,0.1276923076923077,0.9222222222222222,Talent Acquisition Specialist,gpt-4o-mini,nationality_standard,1,
Kosovo_W,82,65,0.12615384615384614,0.911111111111111,Talent Acquisition Specialist,gpt-4o-mini,nationality_standard,1,
