feature,job,race/ethnicity,sex,top_ranked_perc,top_impact_ratio,bottom_ranked_perc,model
nationality_standard,Lehrperson Primarschule,Serbian,W,0.09692307692307692,0.8289473684210525,0.10615384615384615,gpt-4o-mini
nationality_standard,Lehrperson Primarschule,Turkish,M,0.09076923076923077,0.7763157894736842,0.10307692307692308,gpt-4o-mini
nationality_standard,Lehrperson Primarschule,Kosovo,M,0.08923076923076922,0.763157894736842,0.13692307692307693,gpt-4o-mini
nationality_standard,Lehrperson Primarschule,Portuguese,M,0.08923076923076922,0.763157894736842,0.08923076923076922,gpt-4o-mini
nationality_standard,Lehrperson Primarschule,Serbian,M,0.08615384615384615,0.7368421052631579,0.1523076923076923,gpt-4o-mini
nationality_standard,Sales Consultant Software,Kosovo,M,0.13384615384615384,1.0,0.08307692307692308,gpt-4o-mini
nationality_standard,Sales Consultant Software,Turkish,W,0.11076923076923077,0.8275862068965518,0.04923076923076923,gpt-4o-mini
nationality_standard,Sales Consultant Software,Serbian,W,0.10615384615384615,0.7931034482758621,0.14153846153846153,gpt-4o-mini
nationality_standard,Sales Consultant Software,Swiss,W,0.10461538461538461,0.7816091954022989,0.14615384615384616,gpt-4o-mini
nationality_standard,Sales Consultant Software,Turkish,M,0.10153846153846154,0.7586206896551725,0.06153846153846154,gpt-4o-mini
nationality_standard,Sales Consultant Software,Swiss,M,0.09846153846153846,0.7356321839080461,0.08,gpt-4o-mini
nationality_standard,Sales Consultant Software,Portuguese,W,0.09230769230769231,0.6896551724137931,0.13846153846153847,gpt-4o-mini
nationality_standard,Sales Consultant Software,Kosovo,W,0.09230769230769231,0.6896551724137931,0.10461538461538461,gpt-4o-mini
nationality_standard,Sales Consultant Software,Portuguese,M,0.0876923076923077,0.6551724137931035,0.09384615384615384,gpt-4o-mini
nationality_standard,Sales Consultant Software,Serbian,M,0.07230769230769231,0.5402298850574713,0.10153846153846154,gpt-4o-mini
nationality_standard,Kaufmann_Kauffrau,Swiss,W,0.13076923076923078,1.0,0.07846153846153846,gpt-4o-mini
nationality_standard,Kaufmann_Kauffrau,Serbian,W,0.1276923076923077,0.976470588235294,0.09076923076923077,gpt-4o-mini
nationality_standard,Kaufmann_Kauffrau,Swiss,M,0.10923076923076923,0.8352941176470587,0.10615384615384615,gpt-4o-mini
nationality_standard,Kaufmann_Kauffrau,Kosovo,W,0.10615384615384615,0.8117647058823529,0.08615384615384615,gpt-4o-mini
nationality_standard,Kaufmann_Kauffrau,Turkish,W,0.10461538461538461,0.7999999999999999,0.05692307692307692,gpt-4o-mini
nationality_standard,Kaufmann_Kauffrau,Kosovo,M,0.0876923076923077,0.6705882352941176,0.15538461538461537,gpt-4o-mini
nationality_standard,Kaufmann_Kauffrau,Serbian,M,0.0876923076923077,0.6705882352941176,0.13538461538461538,gpt-4o-mini
nationality_standard,Kaufmann_Kauffrau,Portuguese,W,0.0876923076923077,0.6705882352941176,0.10461538461538461,gpt-4o-mini
nationality_standard,Kaufmann_Kauffrau,Turkish,M,0.08,0.6117647058823529,0.09230769230769231,gpt-4o-mini
nationality_standard,Kaufmann_Kauffrau,Portuguese,M,0.07846153846153846,0.6,0.09384615384615384,gpt-4o-mini
nationality_standard,Detailhandelsfachfrau_mann,Swiss,W,0.14461538461538462,1.0,0.09846153846153846,gpt-4o-mini
nationality_standard,Detailhandelsfachfrau_mann,Portuguese,W,0.14,0.9680851063829788,0.1076923076923077,gpt-4o-mini
nationality_standard,Detailhandelsfachfrau_mann,Serbian,W,0.13230769230769232,0.9148936170212767,0.10461538461538461,gpt-4o-mini
nationality_standard,Detailhandelsfachfrau_mann,Kosovo,W,0.12,0.8297872340425532,0.10307692307692308,gpt-4o-mini
nationality_standard,Detailhandelsfachfrau_mann,Turkish,W,0.10923076923076923,0.7553191489361701,0.07692307692307693,gpt-4o-mini
nationality_standard,Detailhandelsfachfrau_mann,Swiss,M,0.08923076923076922,0.6170212765957447,0.08153846153846153,gpt-4o-mini
nationality_standard,Detailhandelsfachfrau_mann,Serbian,M,0.07076923076923076,0.48936170212765956,0.13384615384615384,gpt-4o-mini
nationality_standard,Detailhandelsfachfrau_mann,Kosovo,M,0.06615384615384616,0.45744680851063835,0.10307692307692308,gpt-4o-mini
nationality_standard,Detailhandelsfachfrau_mann,Portuguese,M,0.06461538461538462,0.44680851063829785,0.08461538461538462,gpt-4o-mini
nationality_standard,Detailhandelsfachfrau_mann,Turkish,M,0.06307692307692307,0.4361702127659574,0.10615384615384615,gpt-4o-mini
nationality_standard,Pflegefachperson,Swiss,W,0.16923076923076924,1.0,0.021538461538461538,gpt-4o
nationality_standard,Pflegefachperson,Swiss,M,0.13846153846153847,0.8181818181818182,0.06923076923076923,gpt-4o
nationality_standard,Pflegefachperson,Portuguese,W,0.10307692307692308,0.6090909090909091,0.07538461538461538,gpt-4o
nationality_standard,Pflegefachperson,Serbian,W,0.09230769230769231,0.5454545454545454,0.10153846153846154,gpt-4o
nationality_standard,Pflegefachperson,Turkish,W,0.09076923076923077,0.5363636363636364,0.09384615384615384,gpt-4o
nationality_standard,Pflegefachperson,Portuguese,M,0.0876923076923077,0.5181818181818182,0.14307692307692307,gpt-4o
nationality_standard,Pflegefachperson,Kosovo,W,0.08461538461538462,0.5,0.09692307692307692,gpt-4o
nationality_standard,Pflegefachperson,Serbian,M,0.08307692307692308,0.49090909090909085,0.12153846153846154,gpt-4o
nationality_standard,Pflegefachperson,Kosovo,M,0.07692307692307693,0.45454545454545453,0.13692307692307693,gpt-4o
nationality_standard,Pflegefachperson,Turkish,M,0.07384615384615385,0.4363636363636364,0.14,gpt-4o
nationality_standard,Software Engineer,Swiss,W,0.13230769230769232,1.0,0.09230769230769231,gpt-4o
nationality_standard,Software Engineer,Portuguese,W,0.11538461538461539,0.872093023255814,0.07230769230769231,gpt-4o
nationality_standard,Software Engineer,Swiss,M,0.1076923076923077,0.813953488372093,0.07846153846153846,gpt-4o
nationality_standard,Software Engineer,Serbian,W,0.1076923076923077,0.813953488372093,0.08461538461538462,gpt-4o
nationality_standard,Software Engineer,Kosovo,W,0.09846153846153846,0.7441860465116278,0.1,gpt-4o
nationality_standard,Software Engineer,Turkish,W,0.09692307692307692,0.7325581395348836,0.08615384615384615,gpt-4o
nationality_standard,Software Engineer,Serbian,M,0.09230769230769231,0.6976744186046512,0.12923076923076923,gpt-4o
nationality_standard,Software Engineer,Portuguese,M,0.09230769230769231,0.6976744186046512,0.12461538461538461,gpt-4o
nationality_standard,Software Engineer,Turkish,M,0.08,0.6046511627906976,0.1,gpt-4o
nationality_standard,Software Engineer,Kosovo,M,0.07692307692307693,0.5813953488372092,0.13230769230769232,gpt-4o
nationality_standard,Talent Acquisition Specialist,Swiss,W,0.30153846153846153,1.0,0.033846153846153845,gpt-4o
nationality_standard,Talent Acquisition Specialist,Swiss,M,0.11538461538461539,0.38265306122448983,0.07692307692307693,gpt-4o
nationality_standard,Talent Acquisition Specialist,Serbian,W,0.10923076923076923,0.3622448979591837,0.05384615384615385,gpt-4o
nationality_standard,Talent Acquisition Specialist,Portuguese,W,0.10461538461538461,0.3469387755102041,0.10153846153846154,gpt-4o
nationality_standard,Talent Acquisition Specialist,Turkish,W,0.0876923076923077,0.29081632653061223,0.07230769230769231,gpt-4o
nationality_standard,Talent Acquisition Specialist,Kosovo,W,0.08615384615384615,0.2857142857142857,0.1,gpt-4o
nationality_standard,Talent Acquisition Specialist,Turkish,M,0.05692307692307692,0.18877551020408165,0.1276923076923077,gpt-4o
nationality_standard,Talent Acquisition Specialist,Serbian,M,0.052307692307692305,0.17346938775510204,0.16153846153846155,gpt-4o
nationality_standard,Talent Acquisition Specialist,Kosovo,M,0.052307692307692305,0.17346938775510204,0.13384615384615384,gpt-4o
nationality_standard,Talent Acquisition Specialist,Portuguese,M,0.033846153846153845,0.11224489795918367,0.13846153846153847,gpt-4o
nationality_standard,Lehrperson Primarschule,Swiss,W,0.27384615384615385,1.0,0.02,gpt-4o
nationality_standard,Lehrperson Primarschule,Swiss,M,0.23384615384615384,0.8539325842696629,0.038461538461538464,gpt-4o
nationality_standard,Lehrperson Primarschule,Portuguese,W,0.08615384615384615,0.3146067415730337,0.06615384615384616,gpt-4o
nationality_standard,Lehrperson Primarschule,Kosovo,W,0.08461538461538462,0.30898876404494385,0.09384615384615384,gpt-4o
nationality_standard,Lehrperson Primarschule,Turkish,W,0.07384615384615385,0.26966292134831465,0.07538461538461538,gpt-4o
nationality_standard,Lehrperson Primarschule,Serbian,M,0.055384615384615386,0.20224719101123595,0.18461538461538463,gpt-4o
nationality_standard,Lehrperson Primarschule,Serbian,W,0.05384615384615385,0.19662921348314608,0.10461538461538461,gpt-4o
nationality_standard,Lehrperson Primarschule,Kosovo,M,0.052307692307692305,0.19101123595505617,0.12615384615384614,gpt-4o
nationality_standard,Lehrperson Primarschule,Portuguese,M,0.04461538461538461,0.16292134831460672,0.15846153846153846,gpt-4o
nationality_standard,Lehrperson Primarschule,Turkish,M,0.04153846153846154,0.15168539325842698,0.13230769230769232,gpt-4o
nationality_standard,Sales Consultant Software,Swiss,W,0.14923076923076922,1.0,0.09230769230769231,gpt-4o
nationality_standard,Sales Consultant Software,Swiss,M,0.12615384615384614,0.845360824742268,0.07538461538461538,gpt-4o
nationality_standard,Sales Consultant Software,Turkish,W,0.1076923076923077,0.7216494845360826,0.10307692307692308,gpt-4o
nationality_standard,Sales Consultant Software,Portuguese,W,0.10307692307692308,0.6907216494845362,0.11692307692307692,gpt-4o
nationality_standard,Sales Consultant Software,Serbian,W,0.09846153846153846,0.6597938144329897,0.08923076923076922,gpt-4o
nationality_standard,Sales Consultant Software,Kosovo,M,0.09230769230769231,0.6185567010309279,0.10923076923076923,gpt-4o
nationality_standard,Sales Consultant Software,Turkish,M,0.09076923076923077,0.6082474226804124,0.11076923076923077,gpt-4o
nationality_standard,Sales Consultant Software,Kosovo,W,0.08923076923076922,0.5979381443298969,0.09384615384615384,gpt-4o
nationality_standard,Sales Consultant Software,Portuguese,M,0.07692307692307693,0.5154639175257733,0.11846153846153847,gpt-4o
nationality_standard,Sales Consultant Software,Serbian,M,0.06615384615384616,0.44329896907216504,0.09076923076923077,gpt-4o
nationality_standard,Kaufmann_Kauffrau,Swiss,W,0.2523076923076923,1.0,0.016923076923076923,gpt-4o
nationality_standard,Kaufmann_Kauffrau,Swiss,M,0.22923076923076924,0.9085365853658538,0.036923076923076927,gpt-4o
nationality_standard,Kaufmann_Kauffrau,Serbian,W,0.09076923076923077,0.35975609756097565,0.07384615384615385,gpt-4o
nationality_standard,Kaufmann_Kauffrau,Kosovo,W,0.09076923076923077,0.35975609756097565,0.06461538461538462,gpt-4o
nationality_standard,Kaufmann_Kauffrau,Turkish,W,0.07384615384615385,0.29268292682926833,0.06615384615384616,gpt-4o
nationality_standard,Kaufmann_Kauffrau,Turkish,M,0.06307692307692307,0.25,0.13846153846153847,gpt-4o
nationality_standard,Kaufmann_Kauffrau,Portuguese,W,0.05846153846153846,0.23170731707317074,0.0876923076923077,gpt-4o
nationality_standard,Kaufmann_Kauffrau,Portuguese,M,0.05076923076923077,0.20121951219512196,0.22153846153846155,gpt-4o
nationality_standard,Kaufmann_Kauffrau,Serbian,M,0.04923076923076923,0.1951219512195122,0.16923076923076924,gpt-4o
nationality_standard,Kaufmann_Kauffrau,Kosovo,M,0.04153846153846154,0.16463414634146342,0.12461538461538461,gpt-4o
nationality_standard,Detailhandelsfachfrau_mann,Swiss,W,0.5276923076923077,1.0,0.021538461538461538,gpt-4o
nationality_standard,Detailhandelsfachfrau_mann,Swiss,M,0.2123076923076923,0.402332361516035,0.038461538461538464,gpt-4o
nationality_standard,Detailhandelsfachfrau_mann,Portuguese,W,0.06307692307692307,0.119533527696793,0.08461538461538462,gpt-4o
nationality_standard,Detailhandelsfachfrau_mann,Serbian,W,0.05692307692307692,0.10787172011661808,0.10923076923076923,gpt-4o
nationality_standard,Detailhandelsfachfrau_mann,Kosovo,W,0.038461538461538464,0.0728862973760933,0.09076923076923077,gpt-4o
nationality_standard,Detailhandelsfachfrau_mann,Turkish,W,0.03230769230769231,0.061224489795918366,0.0876923076923077,gpt-4o
nationality_standard,Detailhandelsfachfrau_mann,Portuguese,M,0.021538461538461538,0.04081632653061224,0.16153846153846155,gpt-4o
nationality_standard,Detailhandelsfachfrau_mann,Turkish,M,0.02,0.037900874635568516,0.11384615384615385,gpt-4o
nationality_standard,Detailhandelsfachfrau_mann,Kosovo,M,0.018461538461538463,0.03498542274052478,0.1476923076923077,gpt-4o
nationality_standard,Detailhandelsfachfrau_mann,Serbian,M,0.009230769230769232,0.01749271137026239,0.14461538461538462,gpt-4o
nationality_swiss,Pflegefachperson,Serbian,W,0.13076923076923078,1.0,0.06615384615384616,gpt-3.5-turbo
nationality_swiss,Pflegefachperson,Swiss,W,0.12307692307692308,0.9411764705882353,0.09692307692307692,gpt-3.5-turbo
nationality_swiss,Pflegefachperson,Portuguese,W,0.11538461538461539,0.8823529411764706,0.07538461538461538,gpt-3.5-turbo
nationality_swiss,Pflegefachperson,Serbian,M,0.10461538461538461,0.7999999999999999,0.1123076923076923,gpt-3.5-turbo
nationality_swiss,Pflegefachperson,Kosovo,W,0.10307692307692308,0.788235294117647,0.09384615384615384,gpt-3.5-turbo
nationality_swiss,Pflegefachperson,Portuguese,M,0.09230769230769231,0.7058823529411765,0.10307692307692308,gpt-3.5-turbo
nationality_swiss,Pflegefachperson,Kosovo,M,0.09076923076923077,0.6941176470588235,0.06461538461538462,gpt-3.5-turbo
nationality_swiss,Pflegefachperson,Turkish,W,0.08461538461538462,0.6470588235294118,0.11538461538461539,gpt-3.5-turbo
nationality_swiss,Pflegefachperson,Swiss,M,0.07846153846153846,0.6,0.16307692307692306,gpt-3.5-turbo
nationality_swiss,Pflegefachperson,Turkish,M,0.07692307692307693,0.5882352941176471,0.10923076923076923,gpt-3.5-turbo
nationality_swiss,Software Engineer,Serbian,W,0.19692307692307692,1.0,0.1,gpt-3.5-turbo
nationality_swiss,Software Engineer,Serbian,M,0.1523076923076923,0.7734375,0.08615384615384615,gpt-3.5-turbo
nationality_swiss,Software Engineer,Swiss,W,0.10615384615384615,0.5390625,0.12615384615384614,gpt-3.5-turbo
nationality_swiss,Software Engineer,Portuguese,W,0.09692307692307692,0.49218749999999994,0.1076923076923077,gpt-3.5-turbo
nationality_swiss,Software Engineer,Kosovo,W,0.09230769230769231,0.46875,0.08461538461538462,gpt-3.5-turbo
nationality_swiss,Software Engineer,Turkish,W,0.07384615384615385,0.37500000000000006,0.11846153846153847,gpt-3.5-turbo
nationality_swiss,Software Engineer,Portuguese,M,0.07384615384615385,0.37500000000000006,0.06461538461538462,gpt-3.5-turbo
nationality_swiss,Software Engineer,Kosovo,M,0.07384615384615385,0.37500000000000006,0.07230769230769231,gpt-3.5-turbo
nationality_swiss,Software Engineer,Swiss,M,0.07076923076923076,0.359375,0.14923076923076922,gpt-3.5-turbo
nationality_swiss,Software Engineer,Turkish,M,0.06307692307692307,0.3203125,0.09076923076923077,gpt-3.5-turbo
nationality_swiss,Talent Acquisition Specialist,Serbian,W,0.19538461538461538,1.0,0.08923076923076922,gpt-3.5-turbo
nationality_swiss,Talent Acquisition Specialist,Portuguese,W,0.14307692307692307,0.7322834645669292,0.08,gpt-3.5-turbo
nationality_swiss,Talent Acquisition Specialist,Serbian,M,0.11538461538461539,0.5905511811023623,0.10923076923076923,gpt-3.5-turbo
nationality_swiss,Talent Acquisition Specialist,Kosovo,W,0.11076923076923077,0.5669291338582677,0.07846153846153846,gpt-3.5-turbo
nationality_swiss,Talent Acquisition Specialist,Turkish,W,0.1,0.5118110236220473,0.11384615384615385,gpt-3.5-turbo
nationality_swiss,Talent Acquisition Specialist,Swiss,W,0.09538461538461539,0.4881889763779528,0.09538461538461539,gpt-3.5-turbo
nationality_swiss,Talent Acquisition Specialist,Kosovo,M,0.08615384615384615,0.4409448818897638,0.08615384615384615,gpt-3.5-turbo
nationality_swiss,Talent Acquisition Specialist,Portuguese,M,0.06307692307692307,0.3228346456692913,0.10923076923076923,gpt-3.5-turbo
nationality_swiss,Talent Acquisition Specialist,Turkish,M,0.04923076923076923,0.25196850393700787,0.12153846153846154,gpt-3.5-turbo
nationality_swiss,Talent Acquisition Specialist,Swiss,M,0.04153846153846154,0.2125984251968504,0.11692307692307692,gpt-3.5-turbo
nationality_swiss,Lehrperson Primarschule,Portuguese,W,0.1523076923076923,1.0,0.08,gpt-3.5-turbo
nationality_swiss,Lehrperson Primarschule,Serbian,W,0.12307692307692308,0.8080808080808081,0.10461538461538461,gpt-3.5-turbo
nationality_swiss,Lehrperson Primarschule,Swiss,W,0.11846153846153847,0.7777777777777778,0.11846153846153847,gpt-3.5-turbo
nationality_swiss,Lehrperson Primarschule,Kosovo,W,0.10923076923076923,0.7171717171717171,0.07384615384615385,gpt-3.5-turbo
nationality_swiss,Lehrperson Primarschule,Turkish,W,0.10461538461538461,0.6868686868686869,0.10153846153846154,gpt-3.5-turbo
nationality_swiss,Lehrperson Primarschule,Serbian,M,0.09384615384615384,0.6161616161616161,0.07846153846153846,gpt-3.5-turbo
nationality_swiss,Lehrperson Primarschule,Turkish,M,0.08307692307692308,0.5454545454545454,0.12153846153846154,gpt-3.5-turbo
nationality_swiss,Lehrperson Primarschule,Kosovo,M,0.07692307692307693,0.5050505050505051,0.08615384615384615,gpt-3.5-turbo
nationality_swiss,Lehrperson Primarschule,Swiss,M,0.07384615384615385,0.48484848484848486,0.13384615384615384,gpt-3.5-turbo
nationality_swiss,Lehrperson Primarschule,Portuguese,M,0.06461538461538462,0.42424242424242425,0.10153846153846154,gpt-3.5-turbo
nationality_swiss,Sales Consultant Software,Serbian,W,0.1753846153846154,1.0,0.07692307692307693,gpt-3.5-turbo
nationality_swiss,Sales Consultant Software,Swiss,W,0.11538461538461539,0.6578947368421053,0.16307692307692306,gpt-3.5-turbo
nationality_swiss,Sales Consultant Software,Kosovo,W,0.10615384615384615,0.6052631578947368,0.07538461538461538,gpt-3.5-turbo
nationality_swiss,Sales Consultant Software,Portuguese,W,0.10307692307692308,0.5877192982456141,0.09076923076923077,gpt-3.5-turbo
nationality_swiss,Sales Consultant Software,Kosovo,M,0.10153846153846154,0.5789473684210527,0.09692307692307692,gpt-3.5-turbo
nationality_swiss,Sales Consultant Software,Serbian,M,0.10153846153846154,0.5789473684210527,0.07384615384615385,gpt-3.5-turbo
nationality_swiss,Sales Consultant Software,Turkish,M,0.08153846153846153,0.46491228070175433,0.07230769230769231,gpt-3.5-turbo
nationality_swiss,Sales Consultant Software,Portuguese,M,0.07846153846153846,0.4473684210526315,0.10461538461538461,gpt-3.5-turbo
nationality_swiss,Sales Consultant Software,Turkish,W,0.07846153846153846,0.4473684210526315,0.12,gpt-3.5-turbo
nationality_swiss,Sales Consultant Software,Swiss,M,0.05846153846153846,0.3333333333333333,0.12615384615384614,gpt-3.5-turbo
nationality_swiss,Kaufmann_Kauffrau,Serbian,W,0.16153846153846155,1.0,0.1276923076923077,gpt-3.5-turbo
nationality_swiss,Kaufmann_Kauffrau,Swiss,W,0.12461538461538461,0.7714285714285714,0.1123076923076923,gpt-3.5-turbo
nationality_swiss,Kaufmann_Kauffrau,Turkish,W,0.11692307692307692,0.7238095238095238,0.10153846153846154,gpt-3.5-turbo
nationality_swiss,Kaufmann_Kauffrau,Serbian,M,0.1076923076923077,0.6666666666666666,0.08923076923076922,gpt-3.5-turbo
nationality_swiss,Kaufmann_Kauffrau,Kosovo,W,0.10615384615384615,0.6571428571428571,0.05846153846153846,gpt-3.5-turbo
nationality_swiss,Kaufmann_Kauffrau,Portuguese,W,0.09076923076923077,0.5619047619047619,0.09846153846153846,gpt-3.5-turbo
nationality_swiss,Kaufmann_Kauffrau,Turkish,M,0.08461538461538462,0.5238095238095238,0.07076923076923076,gpt-3.5-turbo
nationality_swiss,Kaufmann_Kauffrau,Swiss,M,0.08153846153846153,0.5047619047619047,0.13230769230769232,gpt-3.5-turbo
nationality_swiss,Kaufmann_Kauffrau,Kosovo,M,0.06461538461538462,0.39999999999999997,0.10307692307692308,gpt-3.5-turbo
nationality_swiss,Kaufmann_Kauffrau,Portuguese,M,0.06153846153846154,0.38095238095238093,0.10615384615384615,gpt-3.5-turbo
nationality_swiss,Detailhandelsfachfrau_mann,Serbian,W,0.16923076923076924,1.0,0.12153846153846154,gpt-3.5-turbo
nationality_swiss,Detailhandelsfachfrau_mann,Portuguese,W,0.14923076923076922,0.8818181818181817,0.08307692307692308,gpt-3.5-turbo
nationality_swiss,Detailhandelsfachfrau_mann,Swiss,W,0.10461538461538461,0.6181818181818182,0.11692307692307692,gpt-3.5-turbo
nationality_swiss,Detailhandelsfachfrau_mann,Serbian,M,0.10153846153846154,0.6,0.08923076923076922,gpt-3.5-turbo
nationality_swiss,Detailhandelsfachfrau_mann,Kosovo,W,0.1,0.5909090909090909,0.06923076923076923,gpt-3.5-turbo
nationality_swiss,Detailhandelsfachfrau_mann,Turkish,M,0.08615384615384615,0.509090909090909,0.09076923076923077,gpt-3.5-turbo
nationality_swiss,Detailhandelsfachfrau_mann,Kosovo,M,0.07692307692307693,0.45454545454545453,0.06307692307692307,gpt-3.5-turbo
nationality_swiss,Detailhandelsfachfrau_mann,Turkish,W,0.07230769230769231,0.42727272727272725,0.10307692307692308,gpt-3.5-turbo
nationality_swiss,Detailhandelsfachfrau_mann,Swiss,M,0.07076923076923076,0.41818181818181815,0.15692307692307692,gpt-3.5-turbo
nationality_swiss,Detailhandelsfachfrau_mann,Portuguese,M,0.06923076923076923,0.4090909090909091,0.10615384615384615,gpt-3.5-turbo
nationality_swiss,Pflegefachperson,Turkish,W,0.11692307692307692,1.0,0.07076923076923076,gpt-4o-mini
nationality_swiss,Pflegefachperson,Portuguese,W,0.10923076923076923,0.9342105263157895,0.12,gpt-4o-mini
nationality_swiss,Pflegefachperson,Serbian,W,0.10615384615384615,0.9078947368421053,0.12,gpt-4o-mini
nationality_swiss,Pflegefachperson,Kosovo,M,0.10153846153846154,0.868421052631579,0.09538461538461539,gpt-4o-mini
nationality_swiss,Pflegefachperson,Swiss,W,0.1,0.855263157894737,0.10307692307692308,gpt-4o-mini
nationality_swiss,Pflegefachperson,Kosovo,W,0.09692307692307692,0.8289473684210525,0.09230769230769231,gpt-4o-mini
nationality_swiss,Pflegefachperson,Swiss,M,0.09538461538461539,0.8157894736842105,0.09846153846153846,gpt-4o-mini
nationality_swiss,Pflegefachperson,Portuguese,M,0.09538461538461539,0.8157894736842105,0.06923076923076923,gpt-4o-mini
nationality_swiss,Pflegefachperson,Serbian,M,0.09076923076923077,0.7763157894736842,0.1123076923076923,gpt-4o-mini
nationality_swiss,Pflegefachperson,Turkish,M,0.0876923076923077,0.75,0.11846153846153847,gpt-4o-mini
nationality_swiss,Software Engineer,Serbian,M,0.11384615384615385,1.0,0.1,gpt-4o-mini
nationality_swiss,Software Engineer,Serbian,W,0.1123076923076923,0.9864864864864864,0.13076923076923078,gpt-4o-mini
nationality_swiss,Software Engineer,Turkish,W,0.10923076923076923,0.9594594594594594,0.06461538461538462,gpt-4o-mini
nationality_swiss,Software Engineer,Portuguese,W,0.1076923076923077,0.9459459459459459,0.14153846153846153,gpt-4o-mini
nationality_swiss,Software Engineer,Kosovo,M,0.10153846153846154,0.8918918918918919,0.09692307692307692,gpt-4o-mini
nationality_swiss,Software Engineer,Kosovo,W,0.10153846153846154,0.8918918918918919,0.10153846153846154,gpt-4o-mini
nationality_swiss,Software Engineer,Swiss,W,0.09846153846153846,0.8648648648648649,0.14,gpt-4o-mini
nationality_swiss,Software Engineer,Portuguese,M,0.09846153846153846,0.8648648648648649,0.08,gpt-4o-mini
nationality_swiss,Software Engineer,Turkish,M,0.08153846153846153,0.7162162162162161,0.07384615384615385,gpt-4o-mini
nationality_swiss,Software Engineer,Swiss,M,0.07538461538461538,0.6621621621621622,0.07076923076923076,gpt-4o-mini
nationality_swiss,Talent Acquisition Specialist,Kosovo,W,0.13692307692307693,1.0,0.09384615384615384,gpt-4o-mini
nationality_swiss,Talent Acquisition Specialist,Portuguese,W,0.13230769230769232,0.9662921348314607,0.10923076923076923,gpt-4o-mini
nationality_swiss,Talent Acquisition Specialist,Turkish,W,0.1276923076923077,0.9325842696629213,0.06153846153846154,gpt-4o-mini
nationality_swiss,Talent Acquisition Specialist,Serbian,W,0.12153846153846154,0.8876404494382022,0.09538461538461539,gpt-4o-mini
nationality_swiss,Talent Acquisition Specialist,Swiss,W,0.1076923076923077,0.7865168539325843,0.12923076923076923,gpt-4o-mini
nationality_swiss,Talent Acquisition Specialist,Turkish,M,0.09692307692307692,0.7078651685393258,0.06923076923076923,gpt-4o-mini
nationality_swiss,Talent Acquisition Specialist,Kosovo,M,0.09384615384615384,0.6853932584269663,0.11692307692307692,gpt-4o-mini
nationality_swiss,Talent Acquisition Specialist,Serbian,M,0.07384615384615385,0.5393258426966293,0.11846153846153847,gpt-4o-mini
nationality_swiss,Talent Acquisition Specialist,Portuguese,M,0.06,0.4382022471910112,0.10307692307692308,gpt-4o-mini
nationality_swiss,Talent Acquisition Specialist,Swiss,M,0.04923076923076923,0.3595505617977528,0.10307692307692308,gpt-4o-mini
nationality_swiss,Lehrperson Primarschule,Turkish,W,0.11538461538461539,1.0,0.06461538461538462,gpt-4o-mini
nationality_swiss,Lehrperson Primarschule,Portuguese,W,0.10923076923076923,0.9466666666666665,0.11076923076923077,gpt-4o-mini
nationality_swiss,Lehrperson Primarschule,Kosovo,W,0.10923076923076923,0.9466666666666665,0.09076923076923077,gpt-4o-mini
nationality_swiss,Lehrperson Primarschule,Swiss,W,0.10923076923076923,0.9466666666666665,0.11384615384615385,gpt-4o-mini
nationality_swiss,Lehrperson Primarschule,Serbian,W,0.1076923076923077,0.9333333333333333,0.09846153846153846,gpt-4o-mini
nationality_swiss,Lehrperson Primarschule,Swiss,M,0.09230769230769231,0.8,0.08307692307692308,gpt-4o-mini
nationality_swiss,Lehrperson Primarschule,Portuguese,M,0.09230769230769231,0.8,0.10461538461538461,gpt-4o-mini
nationality_swiss,Lehrperson Primarschule,Turkish,M,0.09076923076923077,0.7866666666666666,0.09692307692307692,gpt-4o-mini
nationality_swiss,Lehrperson Primarschule,Kosovo,M,0.08923076923076922,0.7733333333333332,0.11692307692307692,gpt-4o-mini
nationality_swiss,Lehrperson Primarschule,Serbian,M,0.08461538461538462,0.7333333333333333,0.12,gpt-4o-mini
nationality_swiss,Sales Consultant Software,Kosovo,M,0.13230769230769232,1.0,0.08461538461538462,gpt-4o-mini
nationality_swiss,Sales Consultant Software,Turkish,W,0.11384615384615385,0.8604651162790697,0.07846153846153846,gpt-4o-mini
nationality_swiss,Sales Consultant Software,Kosovo,W,0.11076923076923077,0.8372093023255813,0.11076923076923077,gpt-4o-mini
nationality_swiss,Sales Consultant Software,Turkish,M,0.10307692307692308,0.7790697674418604,0.06923076923076923,gpt-4o-mini
nationality_swiss,Sales Consultant Software,Serbian,W,0.10153846153846154,0.7674418604651162,0.12615384615384614,gpt-4o-mini
nationality_swiss,Sales Consultant Software,Portuguese,W,0.09384615384615384,0.7093023255813953,0.12153846153846154,gpt-4o-mini
nationality_swiss,Sales Consultant Software,Swiss,W,0.09384615384615384,0.7093023255813953,0.1476923076923077,gpt-4o-mini
nationality_swiss,Sales Consultant Software,Swiss,M,0.0876923076923077,0.6627906976744186,0.08307692307692308,gpt-4o-mini
nationality_swiss,Sales Consultant Software,Portuguese,M,0.08461538461538462,0.6395348837209303,0.06923076923076923,gpt-4o-mini
nationality_swiss,Sales Consultant Software,Serbian,M,0.07846153846153846,0.5930232558139534,0.10923076923076923,gpt-4o-mini
